CommentId,VideoId,Text,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism,ProcessedText,Labels
UggNrFQh7L5JuXgCoAEC,04kJtp6pVXI,"""I can believe whatever I wanna believe, I don't care what any of them have to say.""
Bassem Masri, you are an idiot.",1,1,0,0,0,0,0,0,0,0,0,0,"believe wanna believe not care 
 bassem masri idiot","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UggPT9Z38D5yt3gCoAEC,04kJtp6pVXI,Bassem Masri is a terrorist part of isis,1,0,0,0,0,1,0,0,0,0,1,0,bassem masri terrorist isis,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
UggRCZiMOIRLg3gCoAEC,04kJtp6pVXI,I would'nt waist my time trying to reason with this Police spitting Thug.  Trying to defend Criminal Brown is a losing matter.  The Grand Jury has made they're decision.   Live with it.,1,1,0,1,0,0,0,0,0,0,0,0,not waist time try reason police spit thug   try defend criminal brown lose matter   grand jury decision    live,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
UggSYiWItbnmgngCoAEC,04kJtp6pVXI,"I wish mr masri was dead,,",1,1,0,0,0,0,0,0,0,0,0,0,wish mr masri dead,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Uggt6lvUxwS-7XgCoAEC,04kJtp6pVXI,"Thus, with a collapse of the USA, only two possibilities can be considered, whereby, with the one, it boils down to a dictatorship with evil reprisals, while the other possibility may be a new reconstruction, if people who are fundamentally conscious of their responsibilities attain government and really do everything to bring about an effective and valuable new start. But whether this will actually occur, is currently extremely questionable, because presently, in a totalitarian manner, everything is directed towards interests which are economic, military, political and cultural – as well as towards that which is strict fundamentalist religious-sectarian – and based on enormous lies and devious, misanthropic, criminal and felonious machinations in every imaginable regard. This also means that the population of the USA is spied upon by the secret services and even severely within the neighbourhoods, and so forth, and, in every possible manner being restricted in its freedom, and this is in addition to the violence, as it emerges in some form or other, both openly and covertly.﻿",0,0,0,0,0,0,0,0,0,0,0,0,collapse usa possibility consider boil dictatorship evil reprisal possibility new reconstruction people fundamentally conscious responsibility attain government bring effective valuable new start actually occur currently extremely questionable presently totalitarian manner direct interest economic military political cultural   strict fundamentalist religioussectarian   base enormous lie devious misanthropic criminal felonious machination imaginable regard mean population usa spy secret service severely neighbourhood forth possible manner restrict freedom addition violence emerge form openly covertly,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Uggte-vb2ZLTQ3gCoAEC,04kJtp6pVXI,"You actually CAN shout ""fire"" in a crowded theater. Christopher Hitchens demonstrated this in his talk about ""free speech."" Look it up. The interviewee is correct. Cops serve the public, not the other way around. And it is consistent with serving that public that the police department represent that public's race and ethnicity in its ranks. Hire a bunch of big, tough, black guys to the police department and you will have fewer blacks being shot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager. ",1,1,0,0,1,0,0,0,0,0,0,0,actually shout fire crowded theater christopher hitchen demonstrate talk free speech look interviewee correct cop serve public way consistent serve public police department represent public race ethnicity rank hire bunch big tough black guy police department few black shoot death puny white guy felt humiliate get bitch slap teenager,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
UggtH27r-TTcZHgCoAEC,04kJtp6pVXI,"I think ,he kill him",1,1,0,0,0,0,0,0,0,0,0,0,think kill,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UggtknH4gMWWfXgCoAEC,04kJtp6pVXI,LEGALIZE MARIJUANA! Then problems will stop,0,0,0,0,0,0,0,0,0,0,0,0,legalize marijuana problem stop,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ugg-ucO02B7XO3gCoAEC,04kJtp6pVXI,1 word: Provocateur........,0,0,0,0,0,0,0,0,0,0,0,0,  word provocateur,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UgguFITdgu455HgCoAEC,04kJtp6pVXI,Lol. This is what happens when the greedy rich slime keep the masses uneducated & ignorant. Now deal with the stupid that you created. Trying to reason with the irrational is an exercise in futility. Get the popcorn ready bc it's about to boil over. If you fall for the talk you will fall just walking. ,1,1,0,0,0,0,0,0,0,0,0,0,lol happen greedy rich slime masse uneducated   ignorant deal stupid create try reason irrational exercise futility popcorn ready bc boil fall talk fall walk,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UggwBWh5il3cfXgCoAEC,04kJtp6pVXI,"The legal system is inherently racist, same as this CNN reporter",1,1,0,0,0,0,0,0,0,0,0,0,legal system inherently racist cnn reporter,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UggWg1MBoBR7x3gCoAEC,04kJtp6pVXI,He looks ready to cut heads off he must be a isis sympathizer and I'm going to say maybe 5% care about the issue at hand and other 95% just want to go loot stores and fuck shit up...,1,0,0,0,0,1,0,0,0,0,1,0,look ready cut head isis sympathizer m go maybe   care issue hand   want loot store fuck shit,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
UggxCL2J1VOhLHgCoAEC,04kJtp6pVXI,"lol, ""shoot to apprehend"". He is an idiot.",1,1,0,0,0,0,0,0,0,0,0,0,lol shoot apprehend idiot,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UggY2U73L3toO3gCoAEC,04kJtp6pVXI,"This case has overshadowed the cops that murdered a kid with a fake sword in Saratoga Springs, Utah. I am just as much outraged by the Mike brown case. The murder that happened in Utah was just about the same deal. Cops are provided with non lethal weapons. The shooting in Utah unwarranted because he ran, don't know why he ran but if you lunged at the police with the fake sword you should have taken that opportunity for immediate action right then. He ran and was shot 6 times in the back. We know a large group of cops are corrupt and these murderers are nothing new. Though I have ran from the police many times when I was in my teens, cops just pursue and find him hiding some where. Not just put 6 bullets in the back ending a life. They said in some paper, Saratoga Springs has about 5% of black population.. I have been through there and I would say they were off by about 5%. ",0,0,0,0,0,0,0,0,0,0,0,0,case overshadow cop murder kid fake sword saratoga springs utah outraged mike brown case murder happen utah deal cop provide non lethal weapon shooting utah unwarranted run not know run lunge police fake sword take opportunity immediate action right run shoot   time know large group cop   corrupt murderer new run police time teen cop pursue find hide   bullet end life say paper saratoga spring   black population  ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Uggy6MHKQWnfo3gCoAEC,04kJtp6pVXI,This man is a zionist jew look at ypu can see the jewnesss in his face  cnn only employ zionist sympathisers and neo-con racists and wolf blitzer is the emplpyeee ,1,0,0,0,0,1,1,0,0,0,0,0,man zionist jew look ypu jewnesss face   cnn employ zionist sympathiser neocon racist wolf blitzer emplpyeee,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
UggyCKjvUlfBYHgCoAEC,04kJtp6pVXI,"""There is blood on the street but you are worried about words"" .... we are ALL getting very tired with the way mainstream media is treating us like idiots who will follow their condescending, irrelevant, distracting, disparaging narrative... Step up CNN",0,0,0,0,0,0,0,0,0,0,0,0,blood street worried word   get tired way mainstream media treat like idiot follow condescend irrelevant distracting disparage narrative step cnn,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UggYHsvinXkgM3gCoAEC,04kJtp6pVXI,"stop being criminals and you wont get shot, that simple",1,1,0,1,0,0,0,0,0,0,0,0,stop criminal will not shoot simple,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
UggyJcZ89cWxUngCoAEC,04kJtp6pVXI,I LIKE TURTLES!,0,0,0,0,0,0,0,0,0,0,0,0,like turtle,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ugh0tf8ZI_s6z3gCoAEC,04kJtp6pVXI,Massri needs an education.,1,1,0,0,0,0,0,0,0,0,0,0,massri need education,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ugh1YgMkYS1iingCoAEC,04kJtp6pVXI,CNN mother fuckers....fuck you peace of shit!,1,1,0,0,1,0,0,0,0,0,0,0,cnn mother fuckersfuck peace shit,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Ugh4DQdAIl3qUXgCoAEC,04kJtp6pVXI,"Hers my statement, I think ali sheep butt fucker masri should take an ak and go fight in syria..",1,1,0,1,1,1,1,0,0,0,0,0,statement think ali sheep butt fucker masri ak fight syria,"[1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
Ugh6foWeFvORtXgCoAEC,04kJtp6pVXI,Hahahahaha.  This guy is Ed Bassmaster's character ALWAYS TESTE. Ed Bassmaster has a semi-retarded character who is cross-eyed just like this guy,1,1,0,0,0,0,0,0,0,0,0,0,hahahahaha   guy ed bassmaster character teste ed bassmaster semiretarde character crosseye like guy,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ugh8Z3_R5r7iungCoAEC,04kJtp6pVXI,How do these childish cops sleep at night ?,0,0,0,0,0,0,0,0,0,0,0,0,childish cop sleep night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghANuDr-RLrqXgCoAEC,04kJtp6pVXI,A completely idiot having his minutrs of fame,1,1,0,0,0,0,0,0,0,0,0,0,completely idiot have minutrs fame,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghBkatZ4WY1uXgCoAEC,04kJtp6pVXI,I hope to god you guys is still not falling for the same ol banana in the tailpipe bullshit news that they're giving you,1,1,0,0,0,0,0,0,0,0,0,0,hope god guy fall ol banana tailpipe bullshit news give,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghBYihvgoUqcHgCoAEC,04kJtp6pVXI,CNN is such Bullcrap!,1,1,0,0,0,0,0,0,0,0,0,0,cnn bullcrap,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghcKD-yV_JR5XgCoAEC,04kJtp6pVXI,"Alright. This entire case is crap. All of these people who are saying that white people are being racist, and calling them bad names is just as ""racist"", as you would like to call it, as us. There have been extensive investigations that prove that this boy's death was out of self defense. However, I am not defending the whole KKK thing. But, I am defending the helpless citizens of Ferguson. This boy died. I don't care if he was white or black. What I do care about is how the people in Ferguson are treating their town. If they really cared about this incident, they would hold memorials to express their feelings.This is not helping themselves get justice. What really matters is that this boy is dead. Something HAS been done about it. The Grand Jury has decided. Can it just be over?",0,0,0,0,0,0,0,0,0,0,0,0,alright entire case crap people say white people racist call bad name racist like extensive investigation prove boy death self defense defend kkk thing defend helpless citizen ferguson boy die not care white black care people ferguson treat town care incident hold memorial express feelingsthis help justice matter boy dead grand jury decide,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghcMPVXe6XJengCoAEC,04kJtp6pVXI,This guy doesn't know what happened he didn't have his hands up,0,0,0,0,0,0,0,0,0,0,0,0,guy not know happen not hand,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghCqsUPSUHkF3gCoAEC,04kJtp6pVXI,Ayy CNN are lookin like pussies ,1,1,0,0,1,0,0,0,0,0,0,0,ayy cnn lookin like pussy,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
UghEcCSj9amFtXgCoAEC,04kJtp6pVXI,Smirconnish is the most even-handed guy in the world.  This guy Masri is an idiot.,1,1,0,0,0,0,0,0,0,0,0,0,smirconnish evenhanded guy world   guy masri idiot,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UgheEXayk90xIngCoAEC,04kJtp6pVXI,"Masri is a total idiot ""I don't have to know the evidence, I can just come to my own conclusions instead""
Here is a clue, dont attack a cop and try to take his gun and then rush him after he finally gets out of his car and you wont get shot duhhh.
So what would Masri do, take Brown out for a icecream as he is beating him into the ground and not defend himself?
BTW, Browns momma and gramma violently assaulted some people who were selling T-shirts in memory of Brown and put two people in the hospital, stole their money and trashed their shop and will probably be charged for it, so we all know what sort of mentality Brown was raised in and he was a thug wanna be, who caused his own death.",1,1,0,0,0,1,1,0,0,0,0,0,"masri total idiot not know evidence come conclusion instead 
 clue not attack cop try gun rush finally get car will not shoot duhhh 
 masri brown icecream beat ground defend 
 btw brown momma gramma violently assault people sell tshirt memory brown people hospital steal money trash shop probably charge know sort mentality brown raise thug wanna cause death","[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
UghHgshwzX7053gCoAEC,04kJtp6pVXI,He had to take a break because Bassem was making too much sense for him to debate further. ,0,0,0,0,0,0,0,0,0,0,0,0,break bassem make sense debate,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghIBNvkzZh-xHgCoAEC,04kJtp6pVXI,"Let's reverse the rolls! Black racist cops in rich white communities.(but you can't prove there racist) When a white man gets pissed off at this intolerable condition. We unload several clips of high caliber ammo at point blank range for his audacity at questioning authority. All Americans need to be on full alert of this elitist agenda to set presidents of questioning authority. The elitist upper-class is the problem. Prison culture CIA drug Cartels. Exporting jobs and importing cheap labor, While the elitist get bailed out and support this corrupt system. We can turn this around when we c get past the race issue the Govt. incites to divide the working class, but you can hardly call it a working class because the Govt put everyone out of work. We are more of a homeless class. Let us not for get Western history and the role big money plays in this clusterfuck designed to destroy a Nation that is Destroyed at this point. We can get it back, ask me how.",1,0,0,0,0,1,1,0,0,0,0,0,let reverse roll black racist   cop rich white communitiesbut not prove racist   white man get piss intolerable condition unload clip high caliber ammo point blank range audacity question authority americans need alert elitist agenda set president question authority elitist upperclass problem prison culture cia drug cartel export job import cheap labor elitist bail support corrupt system turn c past race issue govt incite divide work class hardly work class govt work homeless class let western history role big money play clusterfuck design destroy nation destroy point ask,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
UghICkPqoL9jJ3gCoAEC,04kJtp6pVXI,This moron is talking about being peaceful?  Their burning the nation's flag idiot.  Even though that's what you are suppose to do when it's old so they have no knowledge.  They are babies making noise. ,1,1,0,0,0,0,0,0,0,0,0,0,moron talk peaceful   burn nation flag idiot   s suppose old knowledge   baby make noise,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghKXFnZ33ZOSXgCoAEC,04kJtp6pVXI," This is a CIA agent provocateur operative to kick-start the riots of the New American Civil War. He's not African American but his rehearsed ""Ebonics"" is transparent.",0,0,0,0,0,0,0,0,0,0,0,0,  cia agent provocateur operative kickstart riot new american civil war s african american rehearsed ebonic transparent,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghlkAzZr3_fI3gCoAEC,04kJtp6pVXI,Can someone shoot this black idiot too? That would make me giggle inside :),1,1,0,1,0,1,1,0,0,0,0,0,shoot black idiot giggle inside,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
Ughm_dpizWFohHgCoAEC,04kJtp6pVXI,You people are sick! This man is speaking the truth and y'all are just mad. Trying to justify why a young boy who did nothing was shot and killed smh. Y'all are the devil and a disease to this earth! I'll be glad when the sun burns all your asses into extinction and we can have our planet back! Half animal half devil cave beasts!!! ,1,1,0,1,1,0,0,0,0,0,0,0,people sick man speak truth you mad try justify young boy shoot kill smh you devil disease earth ill glad sun burn ass extinction planet half animal half devil cave beast,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
UghmRzgOUqMozXgCoAEC,04kJtp6pVXI,The world is changing im mad at the police too but id be dam if isis gonna come in here thats when its time to kill these faucks,1,1,1,1,0,1,0,0,0,0,1,0,world change m mad police d dam isis go to come s time kill fauck,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0]"
Ughn17bxW7f5QXgCoAEC,04kJtp6pVXI,"CNN is propaganda for the most part, and people let them hear it in Ferguson too.",0,0,0,0,0,0,0,0,0,0,0,0,cnn propaganda people let hear ferguson,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ughnjn7WwwIgbHgCoAEC,04kJtp6pVXI,"What a waste of time talking to that idiot. ""You know what Im sayin."" ""I'll believe what I want to believe.""- Yup- hell with facts or evidence. Loser.",1,1,0,0,0,0,0,0,0,0,0,0,waste time talk idiot know m sayin ill believe want believe yup hell fact evidence loser,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghnzyBgv-jQ9ngCoAEC,04kJtp6pVXI,"News fucktards...........puppet players,,,,,all they are paid liars ",1,1,0,0,0,0,0,0,0,0,0,0,news fucktardspuppet playersall pay liar,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghofW5VYVB8n3gCoAEC,04kJtp6pVXI,Bassem has the right to express himself....we have freedom of expression.....We all have that right....Its an amendment of the Constitution.....I dont think CNN is that competent after all.,0,0,0,0,0,0,0,0,0,0,0,0,bassem right express himselfwe freedom expressionwe rightit amendment constitutioni not think cnn competent,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UgholOxRzEdkW3gCoAEC,04kJtp6pVXI,"does this guy riot before or after work? Orrrr, let me guess he fucks off all day doing nothing.",1,1,0,0,0,0,0,0,0,0,0,0,guy riot work orrrr let guess fuck day,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghOm2iqM9-AYngCoAEC,04kJtp6pVXI,Mr. Masri is 100% right couldn't say it any better myself.,0,0,0,0,0,0,0,0,0,0,0,0,mr masri   right not well,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghOrBUXagc6J3gCoAEC,04kJtp6pVXI,Can anyone tell me why it is racist if a white man shoots a black man? Is it not racist when black man shoots a white man? Why do these cases turn instantly into racist ones it makes no sense.,0,0,0,0,0,0,0,0,0,0,0,0,tell racist white man shoot black man racist black man shoot white man case turn instantly racist one make sense,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghP0v4pSXeRY3gCoAEC,04kJtp6pVXI,Racial profiling and police intimidation? He robbed a store and got killed as a result. Fucking excuses man. Black people shouldn't have to get arrested when they commit a strong arm robbery. When black people get violent they shouldn't have to fear getting put down like an animal. He actually said we shouldn't have to worry about warrants. lol. Fucking piece of human garbage.,1,1,0,0,0,0,0,0,0,0,0,0,racial profiling police intimidation rob store get kill result fuck excuse man black people not arrest commit strong arm robbery black people violent not fear getting like animal actually say not worry warrant lol fucking piece human garbage,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghPM1HvcyCWxHgCoAEC,04kJtp6pVXI,Wrong Mother Fucker. No shoot to apprehend,1,1,0,0,1,0,0,0,0,0,0,0,wrong mother fucker shoot apprehend,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
UghpqNHDIz3pMngCoAEC,04kJtp6pVXI,"Black and white crimes seems to be big topic in us after Ferguson case. I just came here to brag about Finnish cops that used firearm 6 times last year, 2 time towards human, 2 times to warn 2 times to kill wounded animal. 5 million ppl here and 0,5 gun per capita.",0,0,0,0,0,0,0,0,0,0,0,0,black white crime big topic ferguson case come brag finnish cop firearm   time year   time human   time warn   time kill wound animal   million ppl   gun capita,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghpY-GpHN0YpngCoAEC,04kJtp6pVXI,"and the heading reads, When the protesters take it too far",0,0,0,0,0,0,0,0,0,0,0,0,heading read protester far,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghR9QQYvJx-RHgCoAEC,04kJtp6pVXI,This Muslim man does not have anything in mind of peace. He wants to stir up dissonance and trouble among Americans by using racist accusations . THAT IS HIS MAN GOAL.,1,0,0,0,0,1,0,0,0,0,1,0,muslim man mind peace want stir dissonance trouble americans racist accusation   man goal,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
UghRKLaioSvLOHgCoAEC,04kJtp6pVXI,"Add another imbecile to the bunch, reporter is a incompetent bastard",1,1,0,0,0,0,0,0,0,0,0,0,add imbecile bunch reporter incompetent bastard,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghRygE9vO9A83gCoAEC,04kJtp6pVXI,This interviewer is right. This guy should show some respect to the paramilitary police that are killing and getting away with it. Ha!,1,1,0,1,0,0,0,0,0,0,0,0,interviewer right guy respect paramilitary police kill get away ha,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Ughs3w350i3DvXgCoAEC,04kJtp6pVXI,You all are some dumb as people,1,1,0,0,0,0,0,0,0,0,0,0,dumb people,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
UghTCrl4YYJ-qHgCoAEC,04kJtp6pVXI,bassem I think walmart is hiring for the holidays. get a job loser!!!,1,1,0,0,0,0,0,0,0,0,0,0,bassem think walmart hire holiday job loser,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
